ENSG00000000003.1	gene_1
ENSG00000113575.1	gene_5367
ENSG00000113578.1	gene_5368
ENSG00000113580.1	gene_5369
ENSG00000113583.1	gene_5370
ENSG00000113593.1	gene_5371
ENSG00000113594.1	gene_5372
ENSG00000113595.1	gene_5373
ENSG00000113597.1	gene_5374
ENSG00000113597.2	gene_5375
ENSG00000113597.3	gene_5376
ENSG00000113600.1	gene_5377
ENSG00000113615.1	gene_5378
ENSG00000113621.1	gene_5379
ENSG00000113638.1	gene_5380
ENSG00000113643.1	gene_5381
ENSG00000113645.1	gene_5382
ENSG00000113648.1	gene_5383
ENSG00000113649.1	gene_5384
ENSG00000113657.1	gene_5385
ENSG00000113658.1	gene_5386
ENSG00000113712.1	gene_5387
ENSG00000113712.2	gene_5388
ENSG00000113712.3	gene_5389
ENSG00000113712.4	gene_5390
ENSG00000113712.5	gene_5391
ENSG00000113716.1	gene_5392
ENSG00000113719.1	gene_5393
ENSG00000113721.1	gene_5394
ENSG00000113721.2	gene_5395
ENSG00000113722.1	gene_5396
ENSG00000113732.1	gene_5397
ENSG00000113734.1	gene_5398
ENSG00000113739.1	gene_5399
ENSG00000113742.1	gene_5400
ENSG00000113749.1	gene_5401
ENSG00000113758.1	gene_5402
ENSG00000113761.1	gene_5403
ENSG00000113763.1	gene_5404
ENSG00000113790.1	gene_5405
ENSG00000113805.1	gene_5406
ENSG00000113810.1	gene_5407
ENSG00000113810.2	gene_5408
ENSG00000113811.1	gene_5409
ENSG00000113812.1	gene_5410
ENSG00000113838.1	gene_5411
ENSG00000113845.1	gene_5412
ENSG00000113851.1	gene_5413
ENSG00000113889.1	gene_5414
ENSG00000113889.2	gene_5415
ENSG00000113889.3	gene_5416
ENSG00000113889.4	gene_5417
ENSG00000113889.5	gene_5418
ENSG00000113905.1	gene_5419
ENSG00000113905.2	gene_5420
ENSG00000113916.1	gene_5421
ENSG00000113924.1	gene_5422
ENSG00000113946.1	gene_5423
ENSG00000113966.1	gene_5424
ENSG00000113971.1	gene_5425
ENSG00000114013.1	gene_5426
ENSG00000114019.1	gene_5427
ENSG00000114021.1	gene_5428
ENSG00000114023.1	gene_5429
ENSG00000114026.1	gene_5430
ENSG00000114030.1	gene_5431
ENSG00000114030.2	gene_5432
ENSG00000114054.1	gene_5433
ENSG00000114054.2	gene_5434
ENSG00000114062.1	gene_5435
ENSG00000114098.1	gene_5436
ENSG00000114107.1	gene_5437
ENSG00000114113.1	gene_5438
ENSG00000114115.1	gene_5439
ENSG00000114120.1	gene_5440
ENSG00000114124.1	gene_5441
ENSG00000114125.1	gene_5442
ENSG00000114125.2	gene_5443
ENSG00000114126.1	gene_5444
ENSG00000114127.1	gene_5445
ENSG00000114166.1	gene_5446
ENSG00000114200.1	gene_5447
ENSG00000114204.1	gene_5448
ENSG00000114209.1	gene_5449
ENSG00000114248.1	gene_5450
ENSG00000114251.1	gene_5451
ENSG00000114268.1	gene_5452
ENSG00000114270.1	gene_5453
ENSG00000114270.2	gene_5454
ENSG00000114279.1	gene_5455
ENSG00000114302.1	gene_5456
ENSG00000114315.1	gene_5457
ENSG00000114316.1	gene_5458
ENSG00000114331.1	gene_5459
ENSG00000114346.1	gene_5460
ENSG00000114349.1	gene_5461
ENSG00000114353.1	gene_5462
ENSG00000114354.1	gene_5463
ENSG00000114378.1	gene_5464
ENSG00000114383.1	gene_5465
ENSG00000114383.2	gene_5466
ENSG00000114388.1	gene_5467
ENSG00000114391.1	gene_5468
ENSG00000114395.1	gene_5469
ENSG00000114405.1	gene_5470
ENSG00000114416.1	gene_5471
ENSG00000114423.1	gene_5472
ENSG00000114439.1	gene_5473
ENSG00000114446.1	gene_5474
ENSG00000114450.1	gene_5475
ENSG00000114473.1	gene_5476
ENSG00000114480.1	gene_5477
ENSG00000114487.1	gene_5478
ENSG00000114491.1	gene_5479
ENSG00000114503.1	gene_5480
ENSG00000114503.2	gene_5481
ENSG00000114520.1	gene_5482
ENSG00000114529.1	gene_5483
ENSG00000114541.1	gene_5484
ENSG00000114544.1	gene_5485
ENSG00000114547.1	gene_5486
ENSG00000114554.1	gene_5487
ENSG00000114573.1	gene_5488
ENSG00000114626.1	gene_5489
ENSG00000114631.1	gene_5490
ENSG00000114638.1	gene_5491
ENSG00000114646.1	gene_5492
ENSG00000114648.1	gene_5493
ENSG00000114650.1	gene_5494
ENSG00000114656.1	gene_5495
ENSG00000114670.1	gene_5496
ENSG00000114686.1	gene_5497
ENSG00000114698.1	gene_5498
ENSG00000114735.1	gene_5499
ENSG00000114737.1	gene_5500
ENSG00000114738.1	gene_5501
ENSG00000114739.1	gene_5502
ENSG00000114742.1	gene_5503
ENSG00000114744.1	gene_5504
ENSG00000114745.1	gene_5505
ENSG00000114757.1	gene_5506
ENSG00000114767.1	gene_5507
ENSG00000114770.1	gene_5508
ENSG00000114771.1	gene_5509
ENSG00000114771.2	gene_5510
ENSG00000114779.1	gene_5511
ENSG00000114784.1	gene_5512
ENSG00000114790.1	gene_5513
ENSG00000114796.1	gene_5514
ENSG00000114805.1	gene_5515
ENSG00000114812.1	gene_5516
ENSG00000114841.1	gene_5517
ENSG00000114850.1	gene_5518
ENSG00000114850.2	gene_5519
ENSG00000114853.1	gene_5520
ENSG00000114854.1	gene_5521
ENSG00000114857.1	gene_5522
ENSG00000114859.1	gene_5523
ENSG00000114867.1	gene_5524
ENSG00000114867.2	gene_5525
ENSG00000114902.1	gene_5526
ENSG00000114904.1	gene_5527
ENSG00000114923.1	gene_5528
ENSG00000114933.1	gene_5529
ENSG00000114942.1	gene_5530
ENSG00000114942.2	gene_5531
ENSG00000114948.1	gene_5532
ENSG00000114956.1	gene_5533
ENSG00000114978.1	gene_5534
ENSG00000114982.1	gene_5535
ENSG00000114988.1	gene_5536
ENSG00000114993.1	gene_5537
ENSG00000114999.1	gene_5538
ENSG00000115008.1	gene_5539
ENSG00000115009.1	gene_5540
ENSG00000115020.1	gene_5541
ENSG00000115041.1	gene_5542
ENSG00000115042.1	gene_5543
ENSG00000115053.1	gene_5544
ENSG00000115053.2	gene_5545
ENSG00000115053.3	gene_5546
ENSG00000115053.4	gene_5547
ENSG00000115053.5	gene_5548
ENSG00000115073.1	gene_5549
ENSG00000115084.1	gene_5550
ENSG00000115085.1	gene_5551
ENSG00000115091.1	gene_5552
ENSG00000115107.1	gene_5553
ENSG00000115109.1	gene_5554
ENSG00000115112.1	gene_5555
ENSG00000115112.2	gene_5556
ENSG00000115128.1	gene_5557
ENSG00000115129.1	gene_5558
ENSG00000115137.1	gene_5559
ENSG00000115138.1	gene_5560
ENSG00000115145.1	gene_5561
ENSG00000115155.1	gene_5562
ENSG00000115159.1	gene_5563
ENSG00000115163.1	gene_5564
ENSG00000115165.1	gene_5565
ENSG00000115165.2	gene_5566
ENSG00000115170.1	gene_5567
ENSG00000115183.1	gene_5568
ENSG00000115194.1	gene_5569
ENSG00000115204.1	gene_5570
ENSG00000115207.1	gene_5571
ENSG00000115211.1	gene_5572
ENSG00000115216.1	gene_5573
ENSG00000115221.1	gene_5574
ENSG00000115226.1	gene_5575
ENSG00000115232.1	gene_5576
ENSG00000115233.1	gene_5577
ENSG00000115234.1	gene_5578
ENSG00000115239.1	gene_5579
ENSG00000115241.1	gene_5580
ENSG00000115252.1	gene_5581
ENSG00000115255.1	gene_5582
ENSG00000115257.1	gene_5583
ENSG00000115263.1	gene_5584
ENSG00000115263.2	gene_5585
ENSG00000115263.3	gene_5586
ENSG00000115263.4	gene_5587
ENSG00000115263.5	gene_5588
ENSG00000115263.6	gene_5589
ENSG00000115263.7	gene_5590
ENSG00000115266.1	gene_5591
ENSG00000115267.1	gene_5592
ENSG00000115268.1	gene_5593
ENSG00000115268.2	gene_5594
ENSG00000115271.1	gene_5595
ENSG00000115274.1	gene_5596
ENSG00000115275.1	gene_5597
ENSG00000115282.1	gene_5598
ENSG00000115286.1	gene_5599
ENSG00000115286.2	gene_5600
ENSG00000115289.1	gene_5601
ENSG00000115290.1	gene_5602
ENSG00000115295.1	gene_5603
ENSG00000115297.1	gene_5604
ENSG00000115306.1	gene_5605
ENSG00000115306.2	gene_5606
ENSG00000115307.1	gene_5607
ENSG00000115310.1	gene_5608
ENSG00000115310.2	gene_5609
ENSG00000115317.1	gene_5610
ENSG00000115318.1	gene_5611
ENSG00000115325.1	gene_5612
ENSG00000115339.1	gene_5613
ENSG00000115350.1	gene_5614
ENSG00000115353.1	gene_5615
ENSG00000115355.1	gene_5616
ENSG00000115355.2	gene_5617
ENSG00000115355.3	gene_5618
ENSG00000115355.4	gene_5619
ENSG00000115355.5	gene_5620
ENSG00000115355.6	gene_5621
ENSG00000115355.7	gene_5622
ENSG00000115355.8	gene_5623
ENSG00000115355.9	gene_5624
ENSG00000115361.1	gene_5625
ENSG00000115363.1	gene_5626
ENSG00000115364.1	gene_5627
ENSG00000115365.1	gene_5628
ENSG00000115368.1	gene_5629
ENSG00000115380.1	gene_5630
ENSG00000115392.1	gene_5631
ENSG00000115414.1	gene_5632
ENSG00000115415.1	gene_5633
ENSG00000115419.1	gene_5634
ENSG00000115421.1	gene_5635
ENSG00000115423.1	gene_5636
ENSG00000115425.1	gene_5637
ENSG00000115446.1	gene_5638
ENSG00000115457.1	gene_5639
ENSG00000115459.1	gene_5640
ENSG00000115461.1	gene_5641
ENSG00000115464.1	gene_5642
ENSG00000115468.1	gene_5643
ENSG00000115484.1	gene_5644
ENSG00000115484.2	gene_5645
ENSG00000115486.1	gene_5646
ENSG00000115488.1	gene_5647
ENSG00000115504.1	gene_5648
ENSG00000115507.1	gene_5649
ENSG00000115514.1	gene_5650
ENSG00000115520.1	gene_5651
ENSG00000115523.1	gene_5652
ENSG00000115523.2	gene_5653
ENSG00000115524.1	gene_5654
ENSG00000115524.2	gene_5655
ENSG00000115524.3	gene_5656
ENSG00000115524.4	gene_5657
ENSG00000115524.5	gene_5658
ENSG00000115525.1	gene_5659
ENSG00000115526.1	gene_5660
ENSG00000115539.1	gene_5661
ENSG00000115540.1	gene_5662
ENSG00000115541.1	gene_5663
ENSG00000115541.2	gene_5664
ENSG00000115548.1	gene_5665
ENSG00000115548.2	gene_5666
ENSG00000115556.1	gene_5667
ENSG00000115561.1	gene_5668
ENSG00000115568.1	gene_5669
ENSG00000115590.1	gene_5670
ENSG00000115592.1	gene_5671
ENSG00000115593.1	gene_5672
ENSG00000115594.1	gene_5673
ENSG00000115596.1	gene_5674
ENSG00000115598.1	gene_5675
ENSG00000115602.1	gene_5676
ENSG00000115604.1	gene_5677
ENSG00000115607.1	gene_5678
ENSG00000115616.1	gene_5679
ENSG00000115641.1	gene_5680
ENSG00000115648.1	gene_5681
ENSG00000115649.1	gene_5682
ENSG00000115652.1	gene_5683
ENSG00000115657.1	gene_5684
ENSG00000115661.1	gene_5685
ENSG00000115665.1	gene_5686
ENSG00000115677.1	gene_5687
ENSG00000115685.1	gene_5688
ENSG00000115687.1	gene_5689
ENSG00000115694.1	gene_5690
ENSG00000115705.1	gene_5691
ENSG00000115718.1	gene_5692
ENSG00000115738.1	gene_5693
ENSG00000115750.1	gene_5694
ENSG00000115756.1	gene_5695
ENSG00000115758.1	gene_5696
ENSG00000115758.2	gene_5697
ENSG00000115758.3	gene_5698
ENSG00000115758.4	gene_5699
ENSG00000115758.5	gene_5700
ENSG00000115758.6	gene_5701
ENSG00000115758.7	gene_5702
ENSG00000115758.8	gene_5703
ENSG00000115758.9	gene_5704
ENSG00000115760.1	gene_5705
ENSG00000115761.1	gene_5706
ENSG00000115806.1	gene_5707
ENSG00000115808.1	gene_5708
ENSG00000115816.1	gene_5709
ENSG00000115825.1	gene_5710
ENSG00000115827.1	gene_5711
ENSG00000115828.1	gene_5712
ENSG00000115839.1	gene_5713
ENSG00000115840.1	gene_5714
ENSG00000115841.1	gene_5715
ENSG00000115844.1	gene_5716
ENSG00000115850.1	gene_5717
ENSG00000115850.2	gene_5718
ENSG00000115866.1	gene_5719
ENSG00000115875.1	gene_5720
ENSG00000115875.2	gene_5721
ENSG00000115884.1	gene_5722
ENSG00000115896.1	gene_5723
ENSG00000115902.1	gene_5724
ENSG00000115904.1	gene_5725
ENSG00000115919.1	gene_5726
ENSG00000115935.1	gene_5727
ENSG00000115942.1	gene_5728
ENSG00000115944.1	gene_5729
ENSG00000115946.1	gene_5730
ENSG00000115946.2	gene_5731
ENSG00000115947.1	gene_5732
ENSG00000115956.1	gene_5733
ENSG00000115963.1	gene_5734
ENSG00000115966.1	gene_5735
ENSG00000115970.1	gene_5736
ENSG00000115977.1	gene_5737
ENSG00000115993.1	gene_5738
ENSG00000115998.1	gene_5739
ENSG00000116001.1	gene_5740
ENSG00000116005.1	gene_5741
ENSG00000116014.1	gene_5742
ENSG00000116016.1	gene_5743
ENSG00000116017.1	gene_5744
ENSG00000116030.1	gene_5745
ENSG00000116031.1	gene_5746
ENSG00000116032.1	gene_5747
ENSG00000116035.1	gene_5748
ENSG00000116039.1	gene_5749
ENSG00000116044.1	gene_5750
ENSG00000116062.1	gene_5751
ENSG00000116095.1	gene_5752
ENSG00000116096.1	gene_5753
ENSG00000116106.1	gene_5754
ENSG00000116117.1	gene_5755
ENSG00000116120.1	gene_5756
ENSG00000116127.1	gene_5757
ENSG00000116128.1	gene_5758
ENSG00000116132.1	gene_5759
ENSG00000116133.1	gene_5760
ENSG00000116138.1	gene_5761
ENSG00000116141.1	gene_5762
ENSG00000116141.2	gene_5763
ENSG00000116147.1	gene_5764
ENSG00000116151.1	gene_5765
ENSG00000116157.1	gene_5766
ENSG00000116161.1	gene_5767
ENSG00000116171.1	gene_5768
ENSG00000116176.1	gene_5769
ENSG00000116183.1	gene_5770
ENSG00000116191.1	gene_5771
ENSG00000116191.2	gene_5772
ENSG00000116198.1	gene_5773
ENSG00000116199.1	gene_5774
ENSG00000116205.1	gene_5775
ENSG00000116209.1	gene_5776
ENSG00000116212.1	gene_5777
ENSG00000116213.1	gene_5778
ENSG00000116213.2	gene_5779
ENSG00000116218.1	gene_5780
ENSG00000116221.1	gene_5781
ENSG00000116237.1	gene_5782
ENSG00000116251.1	gene_5783
ENSG00000116254.1	gene_5784
ENSG00000116260.1	gene_5785
ENSG00000116266.1	gene_5786
ENSG00000116273.1	gene_5787
ENSG00000116285.1	gene_5788
ENSG00000116288.1	gene_5789
ENSG00000116299.1	gene_5790
ENSG00000116329.1	gene_5791
ENSG00000116337.1	gene_5792
ENSG00000116350.1	gene_5793
ENSG00000116353.1	gene_5794
ENSG00000116396.1	gene_5795
ENSG00000116406.1	gene_5796
ENSG00000116455.1	gene_5797
ENSG00000116459.1	gene_5798
ENSG00000116459.2	gene_5799
ENSG00000116473.1	gene_5800
ENSG00000116478.1	gene_5801
ENSG00000116489.1	gene_5802
ENSG00000116489.2	gene_5803
ENSG00000116497.1	gene_5804
ENSG00000116497.2	gene_5805
ENSG00000116514.1	gene_5806
ENSG00000116521.1	gene_5807
ENSG00000116525.1	gene_5808
ENSG00000116539.1	gene_5809
ENSG00000116544.1	gene_5810
ENSG00000116560.1	gene_5811
ENSG00000116574.1	gene_5812
ENSG00000116580.1	gene_5813
ENSG00000116584.1	gene_5814
ENSG00000116586.1	gene_5815
ENSG00000116604.1	gene_5816
ENSG00000116641.1	gene_5817
ENSG00000116649.1	gene_5818
ENSG00000116661.1	gene_5819
ENSG00000116663.1	gene_5820
ENSG00000116663.2	gene_5821
ENSG00000116663.3	gene_5822
ENSG00000116667.1	gene_5823
ENSG00000116668.1	gene_5824
ENSG00000116670.1	gene_5825
ENSG00000116675.1	gene_5826
ENSG00000116678.1	gene_5827
ENSG00000116679.1	gene_5828
ENSG00000116685.1	gene_5829
ENSG00000116688.1	gene_5830
ENSG00000116690.1	gene_5831
ENSG00000116691.1	gene_5832
ENSG00000116698.1	gene_5833
ENSG00000116701.1	gene_5834
ENSG00000116703.1	gene_5835
ENSG00000116704.1	gene_5836
ENSG00000116711.1	gene_5837
ENSG00000116717.1	gene_5838
ENSG00000116726.1	gene_5839
ENSG00000116726.2	gene_5840
ENSG00000116726.3	gene_5841
ENSG00000116726.4	gene_5842
ENSG00000116726.5	gene_5843
ENSG00000116726.6	gene_5844
ENSG00000116726.7	gene_5845
ENSG00000116726.8	gene_5846
ENSG00000116726.9	gene_5847
ENSG00000116729.1	gene_5848
ENSG00000116731.1	gene_5849
ENSG00000116741.1	gene_5850
ENSG00000116745.1	gene_5851
ENSG00000116747.1	gene_5852
ENSG00000116748.1	gene_5853
ENSG00000116750.1	gene_5854
ENSG00000116752.1	gene_5855
ENSG00000116754.1	gene_5856
ENSG00000116761.1	gene_5857
ENSG00000116771.1	gene_5858
ENSG00000116774.1	gene_5859
ENSG00000116783.1	gene_5860
ENSG00000116783.2	gene_5861
ENSG00000116785.1	gene_5862
ENSG00000116785.2	gene_5863
ENSG00000116786.1	gene_5864
ENSG00000116791.1	gene_5865
ENSG00000116791.2	gene_5866
ENSG00000116793.1	gene_5867
ENSG00000116809.1	gene_5868
ENSG00000116815.1	gene_5869
ENSG00000116819.1	gene_5870
ENSG00000116824.1	gene_5871
ENSG00000116830.1	gene_5872
ENSG00000116833.1	gene_5873
ENSG00000116852.1	gene_5874
ENSG00000116857.1	gene_5875
ENSG00000116863.1	gene_5876
ENSG00000116871.1	gene_5877
ENSG00000116874.1	gene_5878
ENSG00000116882.1	gene_5879
ENSG00000116885.1	gene_5880
ENSG00000116898.1	gene_5881
ENSG00000116903.1	gene_5882
ENSG00000116906.1	gene_5883
ENSG00000116918.1	gene_5884
ENSG00000116922.1	gene_5885
ENSG00000116954.1	gene_5886
ENSG00000116962.1	gene_5887
ENSG00000116977.1	gene_5888
ENSG00000116981.1	gene_5889
ENSG00000116983.1	gene_5890
ENSG00000116984.1	gene_5891
ENSG00000116990.1	gene_5892
ENSG00000116991.1	gene_5893
ENSG00000116996.1	gene_5894
ENSG00000117000.1	gene_5895
ENSG00000117009.1	gene_5896
ENSG00000117010.1	gene_5897
ENSG00000117013.1	gene_5898
ENSG00000117016.1	gene_5899
ENSG00000117020.1	gene_5900
ENSG00000117036.1	gene_5901
ENSG00000117054.1	gene_5902
ENSG00000117069.1	gene_5903
ENSG00000117090.1	gene_5904
ENSG00000117091.1	gene_5905
ENSG00000117114.1	gene_5906
ENSG00000117115.1	gene_5907
ENSG00000117118.1	gene_5908
ENSG00000117122.1	gene_5909
ENSG00000117133.1	gene_5910
ENSG00000117133.2	gene_5911
ENSG00000117139.1	gene_5912
ENSG00000117143.1	gene_5913
ENSG00000117148.1	gene_5914
ENSG00000117151.1	gene_5915
ENSG00000117152.1	gene_5916
ENSG00000117152.2	gene_5917
ENSG00000117153.1	gene_5918
ENSG00000117154.1	gene_5919
ENSG00000117155.1	gene_5920
ENSG00000117174.1	gene_5921
ENSG00000117215.1	gene_5922
ENSG00000117222.1	gene_5923
ENSG00000117228.1	gene_5924
ENSG00000117228.2	gene_5925
ENSG00000117228.3	gene_5926
ENSG00000117228.4	gene_5927
ENSG00000117228.5	gene_5928
ENSG00000117245.1	gene_5929
ENSG00000117266.1	gene_5930
ENSG00000117280.1	gene_5931
ENSG00000117280.2	gene_5932
ENSG00000117281.1	gene_5933
ENSG00000117298.1	gene_5934
ENSG00000117305.1	gene_5935
ENSG00000117308.1	gene_5936
ENSG00000117318.1	gene_5937
ENSG00000117322.1	gene_5938
ENSG00000117322.2	gene_5939
ENSG00000117322.3	gene_5940
ENSG00000117335.1	gene_5941
ENSG00000117335.2	gene_5942
ENSG00000117335.3	gene_5943
ENSG00000117335.4	gene_5944
ENSG00000117360.1	gene_5945
ENSG00000117360.2	gene_5946
ENSG00000117362.1	gene_5947
ENSG00000117385.1	gene_5948
ENSG00000117394.1	gene_5949
ENSG00000117395.1	gene_5950
ENSG00000117399.1	gene_5951
ENSG00000117399.2	gene_5952
ENSG00000117400.1	gene_5953
ENSG00000117407.1	gene_5954
ENSG00000117408.1	gene_5955
ENSG00000117410.1	gene_5956
ENSG00000117411.1	gene_5957
ENSG00000117419.1	gene_5958
ENSG00000117425.1	gene_5959
ENSG00000117448.1	gene_5960
ENSG00000117450.1	gene_5961
ENSG00000117450.2	gene_5962
ENSG00000117461.1	gene_5963
ENSG00000117472.1	gene_5964
ENSG00000117475.1	gene_5965
ENSG00000117477.1	gene_5966
ENSG00000117479.1	gene_5967
ENSG00000117480.1	gene_5968
ENSG00000117480.2	gene_5969
ENSG00000117480.3	gene_5970
ENSG00000117480.4	gene_5971
ENSG00000117480.5	gene_5972
ENSG00000117500.1	gene_5973
ENSG00000117501.1	gene_5974
ENSG00000117505.1	gene_5975
ENSG00000117505.2	gene_5976
ENSG00000117519.1	gene_5977
ENSG00000117523.1	gene_5978
ENSG00000117525.1	gene_5979
ENSG00000117528.1	gene_5980
ENSG00000117528.2	gene_5981
ENSG00000117533.1	gene_5982
ENSG00000117543.1	gene_5983
ENSG00000117560.1	gene_5984
ENSG00000117569.1	gene_5985
ENSG00000117586.1	gene_5986
ENSG00000117592.1	gene_5987
ENSG00000117593.1	gene_5988
ENSG00000117594.1	gene_5989
ENSG00000117595.1	gene_5990
ENSG00000117597.1	gene_5991
ENSG00000117598.1	gene_5992
ENSG00000117600.1	gene_5993
ENSG00000117601.1	gene_5994
ENSG00000117602.1	gene_5995
ENSG00000117614.1	gene_5996
ENSG00000117616.1	gene_5997
ENSG00000117620.1	gene_5998
ENSG00000117625.1	gene_5999
ENSG00000117632.1	gene_6000
ENSG00000117640.1	gene_6001
ENSG00000117643.1	gene_6002
ENSG00000117650.1	gene_6003
ENSG00000117650.2	gene_6004
ENSG00000117676.1	gene_6005
ENSG00000117682.1	gene_6006
ENSG00000117691.1	gene_6007
ENSG00000117691.2	gene_6008
ENSG00000117697.1	gene_6009
ENSG00000117707.1	gene_6010
ENSG00000117713.1	gene_6011
ENSG00000117724.1	gene_6012
ENSG00000117724.2	gene_6013
ENSG00000117748.1	gene_6014
ENSG00000117751.1	gene_6015
ENSG00000117758.1	gene_6016
ENSG00000117791.1	gene_6017
ENSG00000117834.1	gene_6018
ENSG00000117859.1	gene_6019
ENSG00000117862.1	gene_6020
ENSG00000117868.1	gene_6021
ENSG00000117877.1	gene_6022
ENSG00000117899.1	gene_6023
ENSG00000117906.1	gene_6024
ENSG00000117971.1	gene_6025
ENSG00000117983.1	gene_6026
ENSG00000117984.1	gene_6027
ENSG00000118004.1	gene_6028
ENSG00000118007.1	gene_6029
ENSG00000118017.1	gene_6030
ENSG00000118046.1	gene_6031
ENSG00000118046.2	gene_6032
ENSG00000118058.1	gene_6033
ENSG00000118094.1	gene_6034
ENSG00000118096.1	gene_6035
ENSG00000118113.1	gene_6036
ENSG00000118137.1	gene_6037
ENSG00000118156.1	gene_6038
ENSG00000118160.1	gene_6039
ENSG00000118162.1	gene_6040
ENSG00000118181.1	gene_6041
ENSG00000118181.2	gene_6042
ENSG00000118181.3	gene_6043
ENSG00000118181.4	gene_6044
ENSG00000118193.1	gene_6045
ENSG00000118194.1	gene_6046
ENSG00000118197.1	gene_6047
ENSG00000118200.1	gene_6048
ENSG00000118217.1	gene_6049
ENSG00000118231.1	gene_6050
ENSG00000118242.1	gene_6051
ENSG00000118245.1	gene_6052
ENSG00000118246.1	gene_6053
ENSG00000118257.1	gene_6054
ENSG00000118260.1	gene_6055
ENSG00000118263.1	gene_6056
ENSG00000118271.1	gene_6057
ENSG00000118271.2	gene_6058
ENSG00000118276.1	gene_6059
ENSG00000118292.1	gene_6060
ENSG00000118298.1	gene_6061
ENSG00000118307.1	gene_6062
ENSG00000118308.1	gene_6063
ENSG00000118322.1	gene_6064
ENSG00000118363.1	gene_6065
ENSG00000118369.1	gene_6066
ENSG00000118402.1	gene_6067
ENSG00000118407.1	gene_6068
ENSG00000118412.1	gene_6069
ENSG00000118412.2	gene_6070
ENSG00000118418.1	gene_6071
ENSG00000118420.1	gene_6072
ENSG00000118432.1	gene_6073
ENSG00000118434.1	gene_6074
ENSG00000118454.1	gene_6075
ENSG00000118473.1	gene_6076
ENSG00000118482.1	gene_6077
ENSG00000118491.1	gene_6078
ENSG00000118492.1	gene_6079
ENSG00000118495.1	gene_6080
ENSG00000118496.1	gene_6081
ENSG00000118503.1	gene_6082
ENSG00000118507.1	gene_6083
ENSG00000118508.1	gene_6084
ENSG00000118513.1	gene_6085
ENSG00000118514.1	gene_6086
ENSG00000118515.1	gene_6087
ENSG00000118518.1	gene_6088
ENSG00000118520.1	gene_6089
ENSG00000118523.1	gene_6090
ENSG00000118526.1	gene_6091
ENSG00000118557.1	gene_6092
ENSG00000118564.1	gene_6093
ENSG00000118579.1	gene_6094
ENSG00000118579.2	gene_6095
ENSG00000118579.3	gene_6096
ENSG00000118596.1	gene_6097
ENSG00000118600.1	gene_6098
ENSG00000118640.1	gene_6099
ENSG00000118655.1	gene_6100
ENSG00000118680.1	gene_6101
ENSG00000118680.2	gene_6102
ENSG00000118680.3	gene_6103
ENSG00000118689.1	gene_6104
ENSG00000118690.1	gene_6105
ENSG00000118702.1	gene_6106
ENSG00000118705.1	gene_6107
ENSG00000118707.1	gene_6108
ENSG00000118729.1	gene_6109
ENSG00000118733.1	gene_6110
ENSG00000118762.1	gene_6111
ENSG00000118777.1	gene_6112
ENSG00000118777.2	gene_6113
ENSG00000118785.1	gene_6114
ENSG00000118804.1	gene_6115
ENSG00000118816.1	gene_6116
ENSG00000118849.1	gene_6117
ENSG00000118855.1	gene_6118
ENSG00000118873.1	gene_6119
ENSG00000118894.1	gene_6120
ENSG00000118898.1	gene_6121
ENSG00000118900.1	gene_6122
ENSG00000118922.1	gene_6123
ENSG00000118939.1	gene_6124
ENSG00000118939.2	gene_6125
ENSG00000118939.3	gene_6126
ENSG00000118946.1	gene_6127
ENSG00000118960.1	gene_6128
ENSG00000118961.1	gene_6129
ENSG00000118965.1	gene_6130
ENSG00000118971.1	gene_6131
ENSG00000118972.1	gene_6132
ENSG00000118985.1	gene_6133
ENSG00000118985.2	gene_6134
ENSG00000118997.1	gene_6135
ENSG00000119004.1	gene_6136
ENSG00000119013.1	gene_6137
ENSG00000119013.2	gene_6138
ENSG00000119041.1	gene_6139
ENSG00000119042.1	gene_6140
ENSG00000119048.1	gene_6141
ENSG00000119121.1	gene_6142
ENSG00000119125.1	gene_6143
ENSG00000119125.2	gene_6144
ENSG00000119138.1	gene_6145
ENSG00000119139.1	gene_6146
ENSG00000119147.1	gene_6147
ENSG00000119185.1	gene_6148
ENSG00000119203.1	gene_6149
ENSG00000119227.1	gene_6150
ENSG00000119231.1	gene_6151
