velifer_IDmodified-gene-14 ENSG00000185385.35
velifer_evm.TU.SUPER__19.425 ENSG00000189171.1
velifer_evm.TU.SUPER__19.428 ENSG00000143553.1
velifer_evm.TU.SUPER__19.429 ENSG00000143621.3
velifer_evm.TU.SUPER__19.43 ENSG00000278705.8
velifer_evm.TU.SUPER__19.431 ENSG00000143624.1
velifer_evm.TU.SUPER__19.433 ENSG00000174498.2
velifer_evm.TU.SUPER__19.434 ENSG00000143614.1
velifer_evm.TU.SUPER__19.435 ENSG00000198837.1
velifer_evm.TU.SUPER__19.436 ENSG00000160741.1
velifer_evm.TU.SUPER__19.437 ENSG00000143570.7
velifer_evm.TU.SUPER__19.438 ENSG00000143578.1
velifer_evm.TU.SUPER__19.439 ENSG00000143543.1
velifer_evm.TU.SUPER__19.44 ENSG00000196866.1
velifer_evm.TU.SUPER__19.440 ENSG00000143545.1
velifer_evm.TU.SUPER__19.441 ENSG00000177954.1
velifer_evm.TU.SUPER__19.443 ENSG00000143549.2
velifer_evm.TU.SUPER__19.444 ENSG00000163263.1
velifer_evm.TU.SUPER__19.445 ENSG00000143612.1
velifer_evm.TU.SUPER__19.446 ENSG00000143569.1
velifer_evm.TU.SUPER__19.448 ENSG00000143595.1
velifer_evm.TU.SUPER__19.449 ENSG00000143515.2
velifer_evm.TU.SUPER__19.45 ENSG00000278677.5
velifer_evm.TU.SUPER__19.450 ENSG00000160712.1
velifer_evm.TU.SUPER__19.451 ENSG00000169291.1
velifer_evm.TU.SUPER__19.453 ENSG00000160714.1
velifer_evm.TU.SUPER__19.455 ENSG00000160716.1
velifer_evm.TU.SUPER__19.457 ENSG00000143603.1
velifer_evm.TU.SUPER__19.459 ENSG00000163344.1
velifer_evm.TU.SUPER__19.460 ENSG00000163346.1
velifer_evm.TU.SUPER__19.461 ENSG00000163348.1
velifer_evm.TU.SUPER__19.462 ENSG00000160691.1
velifer_evm.TU.SUPER__19.463 ENSG00000173207.1
velifer_evm.TU.SUPER__19.465 ENSG00000163352.1
velifer_evm.TU.SUPER__19.466 ENSG00000160685.1
velifer_evm.TU.SUPER__19.467 ENSG00000163354.1
velifer_evm.TU.SUPER__19.468 ENSG00000163357.1
velifer_evm.TU.SUPER__19.469 ENSG00000143537.1
velifer_evm.TU.SUPER__19.47 ENSG00000187837.1
velifer_evm.TU.SUPER__19.471 ENSG00000143590.1
velifer_evm.TU.SUPER__19.472 ENSG00000169242.1
velifer_evm.TU.SUPER__19.474 ENSG00000179085.1
velifer_evm.TU.SUPER__19.476 ENSG00000163462.1
velifer_evm.TU.SUPER__19.477 ENSG00000185499.1
velifer_evm.TU.SUPER__19.478 ENSG00000169231.1
velifer_evm.TU.SUPER__19.48 ENSG00000288859.3
velifer_evm.TU.SUPER__19.480 ENSG00000177628.1
velifer_evm.TU.SUPER__19.482 ENSG00000160767.1
velifer_evm.TU.SUPER__19.483 ENSG00000116521.1
velifer_evm.TU.SUPER__19.484 ENSG00000176444.1
velifer_evm.TU.SUPER__19.485 ENSG00000143630.1
velifer_evm.TU.SUPER__19.486 ENSG00000143627.1
velifer_evm.TU.SUPER__19.487 ENSG00000160752.1
velifer_evm.TU.SUPER__19.488 ENSG00000160753.1
velifer_evm.TU.SUPER__19.489 ENSG00000116539.1
velifer_evm.TU.SUPER__19.49 ENSG00000187475.1
velifer_evm.TU.SUPER__19.490 ENSG00000029993.1
velifer_evm.TU.SUPER__19.492 ENSG00000125459.1
velifer_evm.TU.SUPER__19.495 ENSG00000143622.1
velifer_evm.TU.SUPER__19.496 ENSG00000132680.1
velifer_evm.TU.SUPER__19.497 ENSG00000173080.1
velifer_evm.TU.SUPER__19.498 ENSG00000112306.1
velifer_evm.TU.SUPER__19.5 ENSG00000278677.6
velifer_evm.TU.SUPER__19.50 ENSG00000278705.9
velifer_evm.TU.SUPER__19.500 ENSG00000160803.1
velifer_evm.TU.SUPER__19.502 ENSG00000132698.1
velifer_evm.TU.SUPER__19.503 ENSG00000254726.1
velifer_evm.TU.SUPER__19.505 ENSG00000196189.1
velifer_evm.TU.SUPER__19.506 ENSG00000160785.1
velifer_evm.TU.SUPER__19.507 ENSG00000160783.1
velifer_evm.TU.SUPER__19.508 ENSG00000242252.1
velifer_evm.TU.SUPER__19.509 ENSG00000137819.2
velifer_evm.TU.SUPER__19.510 ENSG00000198952.2
velifer_evm.TU.SUPER__19.511 ENSG00000163472.1
velifer_evm.TU.SUPER__19.512 ENSG00000198715.1
velifer_evm.TU.SUPER__19.513 ENSG00000163468.1
velifer_evm.TU.SUPER__19.514 ENSG00000132677.1
velifer_evm.TU.SUPER__19.516 ENSG00000116604.1
velifer_evm.TU.SUPER__19.517 ENSG00000183856.1
velifer_evm.TU.SUPER__19.518 ENSG00000187862.1
velifer_evm.TU.SUPER__19.519 ENSG00000163382.1
velifer_evm.TU.SUPER__19.52 ENSG00000124575.2
velifer_evm.TU.SUPER__19.521 ENSG00000132702.1
velifer_evm.TU.SUPER__19.523 ENSG00000132692.1
velifer_evm.TU.SUPER__19.524 ENSG00000132688.1
velifer_evm.TU.SUPER__19.525 ENSG00000143320.1
velifer_evm.TU.SUPER__19.526 ENSG00000143319.1
velifer_evm.TU.SUPER__19.527 ENSG00000143303.2
velifer_evm.TU.SUPER__19.528 ENSG00000143314.1
velifer_evm.TU.SUPER__19.53 ENSG00000287080.6
velifer_evm.TU.SUPER__19.530 ENSG00000143294.1
velifer_evm.TU.SUPER__19.531 ENSG00000027869.1
velifer_evm.TU.SUPER__19.533 ENSG00000027644.1
velifer_evm.TU.SUPER__19.534 ENSG00000198400.1
velifer_evm.TU.SUPER__19.535 ENSG00000187800.1
velifer_evm.TU.SUPER__19.536 ENSG00000160838.1
velifer_evm.TU.SUPER__19.537 ENSG00000132694.1
velifer_evm.TU.SUPER__19.538 ENSG00000253831.1
velifer_evm.TU.SUPER__19.539 ENSG00000117036.1
velifer_evm.TU.SUPER__19.54 ENSG00000278677.7
velifer_evm.TU.SUPER__19.540 ENSG00000131791.1
velifer_evm.TU.SUPER__19.541 ENSG00000131781.1
velifer_evm.TU.SUPER__19.543 ENSG00000171806.1
velifer_evm.TU.SUPER__19.544 ENSG00000000460.1
velifer_evm.TU.SUPER__19.545 ENSG00000000457.1
velifer_evm.TU.SUPER__19.548 ENSG00000203740.1
velifer_evm.TU.SUPER__19.55 ENSG00000278677.8
velifer_evm.TU.SUPER__19.552 ENSG00000120370.1
velifer_evm.TU.SUPER__19.554 ENSG00000116132.1
velifer_evm.TU.SUPER__19.556 ENSG00000117501.1
velifer_evm.TU.SUPER__19.557 ENSG00000007933.1
velifer_evm.TU.SUPER__19.558 ENSG00000094963.1
velifer_evm.TU.SUPER__19.559 ENSG00000010932.1
velifer_evm.TU.SUPER__19.56 ENSG00000287080.7
velifer_evm.TU.SUPER__19.560 ENSG00000167552.2
velifer_evm.TU.SUPER__19.561 ENSG00000117523.1
velifer_evm.TU.SUPER__19.563 ENSG00000034971.1
velifer_evm.TU.SUPER__19.564 ENSG00000117533.1
velifer_evm.TU.SUPER__19.566 ENSG00000010165.1
velifer_evm.TU.SUPER__19.569 ENSG00000180999.1
velifer_evm.TU.SUPER__19.57 ENSG00000278705.10
velifer_evm.TU.SUPER__19.571 ENSG00000117560.1
velifer_evm.TU.SUPER__19.573 ENSG00000176476.2
velifer_evm.TU.SUPER__19.575 ENSG00000120337.1
velifer_evm.TU.SUPER__19.576 ENSG00000117586.1
velifer_evm.TU.SUPER__19.577 ENSG00000179632.2
velifer_evm.TU.SUPER__19.58 ENSG00000278705.11
velifer_evm.TU.SUPER__19.580 ENSG00000117592.1
velifer_evm.TU.SUPER__19.583 ENSG00000076321.1
velifer_evm.TU.SUPER__19.584 ENSG00000120334.1
velifer_evm.TU.SUPER__19.586 ENSG00000185278.1
velifer_evm.TU.SUPER__19.587 ENSG00000117601.1
velifer_evm.TU.SUPER__19.588 ENSG00000135870.1
velifer_evm.TU.SUPER__19.589 ENSG00000079313.6
velifer_evm.TU.SUPER__19.59 ENSG00000287080.8
velifer_evm.TU.SUPER__19.593 ENSG00000120333.1
velifer_evm.TU.SUPER__19.594 ENSG00000120332.1
velifer_evm.TU.SUPER__19.596 ENSG00000116147.1
velifer_evm.TU.SUPER__19.597 ENSG00000143207.1
velifer_evm.TU.SUPER__19.598 ENSG00000198034.4
velifer_evm.TU.SUPER__19.6 ENSG00000287080.9
velifer_evm.TU.SUPER__19.60 ENSG00000124610.1
velifer_evm.TU.SUPER__19.600 ENSG00000125743.2
velifer_evm.TU.SUPER__19.601 ENSG00000116183.1
velifer_evm.TU.SUPER__19.602 ENSG00000152092.1
velifer_evm.TU.SUPER__19.603 ENSG00000198797.1
velifer_evm.TU.SUPER__19.609 ENSG00000116791.1
velifer_evm.TU.SUPER__19.610 ENSG00000075391.1
velifer_evm.TU.SUPER__19.611 ENSG00000188585.1
velifer_evm.TU.SUPER__19.613 ENSG00000116191.2
velifer_evm.TU.SUPER__19.615 ENSG00000116199.1
velifer_evm.TU.SUPER__19.616 ENSG00000186283.1
velifer_evm.TU.SUPER__19.619 ENSG00000143322.1
velifer_evm.TU.SUPER__19.62 ENSG00000112343.6
velifer_evm.TU.SUPER__19.620 ENSG00000057252.1
velifer_evm.TU.SUPER__19.621 ENSG00000162779.1
velifer_evm.TU.SUPER__19.622 ENSG00000116218.1
velifer_evm.TU.SUPER__19.623 ENSG00000162782.1
velifer_evm.TU.SUPER__19.624 ENSG00000143340.1
velifer_evm.TU.SUPER__19.625 ENSG00000169905.1
velifer_evm.TU.SUPER__19.628 ENSG00000135837.1
velifer_evm.TU.SUPER__19.629 ENSG00000116260.1
velifer_evm.TU.SUPER__19.63 ENSG00000172239.2
velifer_evm.TU.SUPER__19.630 ENSG00000121454.1
velifer_evm.TU.SUPER__19.631 ENSG00000230124.1
velifer_evm.TU.SUPER__19.633 ENSG00000143324.1
velifer_evm.TU.SUPER__19.635 ENSG00000135823.1
velifer_evm.TU.SUPER__19.636 ENSG00000068438.1
velifer_evm.TU.SUPER__19.637 ENSG00000153029.1
velifer_evm.TU.SUPER__19.638 ENSG00000162783.1
velifer_evm.TU.SUPER__19.64 ENSG00000112343.7
velifer_evm.TU.SUPER__19.640 ENSG00000198216.1
velifer_evm.TU.SUPER__19.643 ENSG00000203730.1
velifer_evm.TU.SUPER__19.644 ENSG00000203730.2
velifer_evm.TU.SUPER__19.645 ENSG00000203730.3
velifer_evm.TU.SUPER__19.646 ENSG00000121446.1
velifer_evm.TU.SUPER__19.648 ENSG00000143333.1
velifer_evm.TU.SUPER__19.65 ENSG00000112343.8
velifer_evm.TU.SUPER__19.650 ENSG00000135838.1
velifer_evm.TU.SUPER__19.651 ENSG00000135829.1
velifer_evm.TU.SUPER__19.652 ENSG00000157060.1
velifer_evm.TU.SUPER__19.653 ENSG00000135862.1
velifer_evm.TU.SUPER__19.654 ENSG00000058085.1
velifer_evm.TU.SUPER__19.655 ENSG00000157064.1
velifer_evm.TU.SUPER__19.656 ENSG00000116698.1
velifer_evm.TU.SUPER__19.657 ENSG00000116701.1
velifer_evm.TU.SUPER__19.658 ENSG00000162704.1
velifer_evm.TU.SUPER__19.659 ENSG00000173627.1
velifer_evm.TU.SUPER__19.66 ENSG00000112337.1
velifer_evm.TU.SUPER__19.660 ENSG00000143344.1
velifer_evm.TU.SUPER__19.661 ENSG00000198756.1
velifer_evm.TU.SUPER__19.662 ENSG00000198860.1
velifer_evm.TU.SUPER__19.664 ENSG00000116667.1
velifer_evm.TU.SUPER__19.666 ENSG00000116406.1
velifer_evm.TU.SUPER__19.667 ENSG00000135842.1
velifer_evm.TU.SUPER__19.668 ENSG00000121481.1
velifer_evm.TU.SUPER__19.669 ENSG00000121486.1
velifer_evm.TU.SUPER__19.67 ENSG00000124568.1
velifer_evm.TU.SUPER__19.670 ENSG00000116668.1
velifer_evm.TU.SUPER__19.671 ENSG00000116679.1
velifer_evm.TU.SUPER__19.673 ENSG00000154229.2
velifer_evm.TU.SUPER__19.674 ENSG00000143341.1
velifer_evm.TU.SUPER__19.677 ENSG00000116690.1
velifer_evm.TU.SUPER__19.678 ENSG00000047410.1
velifer_evm.TU.SUPER__19.679 ENSG00000157181.1
velifer_evm.TU.SUPER__19.68 ENSG00000146039.1
velifer_evm.TU.SUPER__19.680 ENSG00000116703.1
velifer_evm.TU.SUPER__19.681 ENSG00000118181.2
velifer_evm.TU.SUPER__19.682 ENSG00000130255.3
velifer_evm.TU.SUPER__19.683 ENSG00000073756.1
velifer_evm.TU.SUPER__19.684 ENSG00000073756.2
velifer_evm.TU.SUPER__19.686 ENSG00000116711.1
velifer_evm.TU.SUPER__19.69 ENSG00000164508.1
velifer_evm.TU.SUPER__19.692 ENSG00000117724.1
velifer_evm.TU.SUPER__19.694 ENSG00000152104.1
velifer_evm.TU.SUPER__19.695 ENSG00000143499.1
velifer_evm.TU.SUPER__19.7 ENSG00000278705.12
velifer_evm.TU.SUPER__19.70 ENSG00000164508.2
velifer_evm.TU.SUPER__19.703 ENSG00000186103.2
velifer_evm.TU.SUPER__19.707 ENSG00000136643.1
velifer_evm.TU.SUPER__19.708 ENSG00000174606.1
velifer_evm.TU.SUPER__19.711 ENSG00000185523.1
velifer_evm.TU.SUPER__19.713 ENSG00000117697.1
velifer_evm.TU.SUPER__19.715 ENSG00000162771.1
velifer_evm.TU.SUPER__19.716 ENSG00000162772.1
velifer_evm.TU.SUPER__19.717 ENSG00000117691.2
velifer_evm.TU.SUPER__19.719 ENSG00000066027.1
velifer_evm.TU.SUPER__19.72 ENSG00000079691.1
velifer_evm.TU.SUPER__19.720 ENSG00000143476.1
velifer_evm.TU.SUPER__19.722 ENSG00000123684.1
velifer_evm.TU.SUPER__19.723 ENSG00000117650.1
velifer_evm.TU.SUPER__19.724 ENSG00000170385.1
velifer_evm.TU.SUPER__19.726 ENSG00000198570.1
velifer_evm.TU.SUPER__19.727 ENSG00000082512.1
velifer_evm.TU.SUPER__19.728 ENSG00000117625.1
velifer_evm.TU.SUPER__19.73 ENSG00000111913.1
velifer_evm.TU.SUPER__19.731 ENSG00000054392.1
velifer_evm.TU.SUPER__19.732 ENSG00000082497.1
velifer_evm.TU.SUPER__19.735 ENSG00000117597.1
velifer_evm.TU.SUPER__19.736 ENSG00000289700.1
velifer_evm.TU.SUPER__19.737 ENSG00000162757.1
velifer_evm.TU.SUPER__19.738 ENSG00000009790.1
velifer_evm.TU.SUPER__19.739 ENSG00000117594.1
velifer_evm.TU.SUPER__19.74 ENSG00000260286.1
velifer_evm.TU.SUPER__19.740 ENSG00000123689.1
velifer_evm.TU.SUPER__19.742 ENSG00000196878.1
velifer_evm.TU.SUPER__19.743 ENSG00000008118.1
velifer_evm.TU.SUPER__19.75 ENSG00000112312.1
velifer_evm.TU.SUPER__19.753 ENSG00000076356.1
velifer_evm.TU.SUPER__19.755 ENSG00000174059.1
velifer_evm.TU.SUPER__19.758 ENSG00000117322.2
velifer_evm.TU.SUPER__19.759 ENSG00000117335.1
velifer_evm.TU.SUPER__19.760 ENSG00000117335.2
velifer_evm.TU.SUPER__19.761 ENSG00000185414.1
velifer_evm.TU.SUPER__19.762 ENSG00000158411.1
velifer_evm.TU.SUPER__19.763 ENSG00000144182.1
velifer_evm.TU.SUPER__19.764 ENSG00000273045.1
velifer_evm.TU.SUPER__19.765 ENSG00000135951.3
velifer_evm.TU.SUPER__19.766 ENSG00000117335.3
velifer_evm.TU.SUPER__19.767 ENSG00000117322.3
velifer_evm.TU.SUPER__19.768 ENSG00000203710.1
velifer_evm.TU.SUPER__19.769 ENSG00000203710.2
velifer_evm.TU.SUPER__19.77 ENSG00000112304.1
velifer_evm.TU.SUPER__19.772 ENSG00000196352.1
velifer_evm.TU.SUPER__19.774 ENSG00000123838.1
velifer_evm.TU.SUPER__19.775 ENSG00000123838.2
velifer_evm.TU.SUPER__19.776 ENSG00000123843.1
velifer_evm.TU.SUPER__19.779 ENSG00000162897.1
velifer_evm.TU.SUPER__19.78 ENSG00000111802.1
velifer_evm.TU.SUPER__19.781 ENSG00000162896.1
velifer_evm.TU.SUPER__19.784 ENSG00000162891.1
velifer_evm.TU.SUPER__19.786 ENSG00000136634.1
velifer_evm.TU.SUPER__19.787 ENSG00000162889.1
velifer_evm.TU.SUPER__19.789 ENSG00000143479.1
velifer_evm.TU.SUPER__19.79 ENSG00000112294.1
velifer_evm.TU.SUPER__19.790 ENSG00000143486.2
velifer_evm.TU.SUPER__19.791 ENSG00000266094.1
velifer_evm.TU.SUPER__19.792 ENSG00000263528.1
velifer_evm.TU.SUPER__19.793 ENSG00000266028.1
velifer_evm.TU.SUPER__19.794 ENSG00000188610.1
velifer_evm.TU.SUPER__19.795 ENSG00000198049.1
velifer_evm.TU.SUPER__19.796 ENSG00000263961.1
velifer_evm.TU.SUPER__19.798 ENSG00000196188.1
velifer_evm.TU.SUPER__19.799 ENSG00000276600.1
velifer_evm.TU.SUPER__19.8 ENSG00000287080.10
velifer_evm.TU.SUPER__19.802 ENSG00000213465.2
velifer_evm.TU.SUPER__19.803 ENSG00000162877.1
velifer_evm.TU.SUPER__19.805 ENSG00000133065.1
velifer_evm.TU.SUPER__19.806 ENSG00000117280.1
velifer_evm.TU.SUPER__19.807 ENSG00000259803.2
velifer_evm.TU.SUPER__19.808 ENSG00000069275.1
velifer_evm.TU.SUPER__19.809 ENSG00000158715.1
velifer_evm.TU.SUPER__19.81 ENSG00000124532.1
velifer_evm.TU.SUPER__19.810 ENSG00000158711.1
velifer_evm.TU.SUPER__19.814 ENSG00000186007.1
velifer_evm.TU.SUPER__19.815 ENSG00000162873.1
velifer_evm.TU.SUPER__19.816 ENSG00000163545.1
velifer_evm.TU.SUPER__19.817 ENSG00000133069.1
velifer_evm.TU.SUPER__19.818 ENSG00000133059.1
velifer_evm.TU.SUPER__19.819 ENSG00000117222.1
velifer_evm.TU.SUPER__19.82 ENSG00000143036.1
velifer_evm.TU.SUPER__19.820 ENSG00000174529.1
velifer_evm.TU.SUPER__19.822 ENSG00000163531.1
velifer_evm.TU.SUPER__19.826 ENSG00000170382.1
velifer_evm.TU.SUPER__19.827 ENSG00000198625.1
velifer_evm.TU.SUPER__19.828 ENSG00000133056.1
velifer_evm.TU.SUPER__19.83 ENSG00000117519.1
velifer_evm.TU.SUPER__19.830 ENSG00000143850.1
velifer_evm.TU.SUPER__19.831 ENSG00000174567.1
velifer_evm.TU.SUPER__19.832 ENSG00000170498.1
velifer_evm.TU.SUPER__19.833 ENSG00000143839.1
velifer_evm.TU.SUPER__19.837 ENSG00000182004.2
velifer_evm.TU.SUPER__19.838 ENSG00000058673.1
velifer_evm.TU.SUPER__19.839 ENSG00000257315.2
velifer_evm.TU.SUPER__19.84 ENSG00000172339.1
velifer_evm.TU.SUPER__19.840 ENSG00000046647.2
velifer_evm.TU.SUPER__19.841 ENSG00000122188.1
velifer_evm.TU.SUPER__19.842 ENSG00000058668.2
velifer_evm.TU.SUPER__19.844 ENSG00000188770.1
velifer_evm.TU.SUPER__19.845 ENSG00000188783.1
velifer_evm.TU.SUPER__19.846 ENSG00000122176.1
velifer_evm.TU.SUPER__19.847 ENSG00000159388.1
velifer_evm.TU.SUPER__19.848 ENSG00000026751.1
velifer_evm.TU.SUPER__19.85 ENSG00000152078.1
velifer_evm.TU.SUPER__19.851 ENSG00000136003.1
velifer_evm.TU.SUPER__19.852 ENSG00000117090.1
velifer_evm.TU.SUPER__19.854 ENSG00000162739.1
velifer_evm.TU.SUPER__19.855 ENSG00000162738.1
velifer_evm.TU.SUPER__19.856 ENSG00000171786.1
velifer_evm.TU.SUPER__19.857 ENSG00000162736.1
velifer_evm.TU.SUPER__19.859 ENSG00000162735.1
velifer_evm.TU.SUPER__19.86 ENSG00000122481.1
velifer_evm.TU.SUPER__19.860 ENSG00000132716.1
velifer_evm.TU.SUPER__19.862 ENSG00000143318.1
velifer_evm.TU.SUPER__19.863 ENSG00000132681.1
velifer_evm.TU.SUPER__19.865 ENSG00000018625.1
velifer_evm.TU.SUPER__19.866 ENSG00000162729.2
velifer_evm.TU.SUPER__19.867 ENSG00000162728.1
velifer_evm.TU.SUPER__19.868 ENSG00000177807.1
velifer_evm.TU.SUPER__19.869 ENSG00000143315.1
velifer_evm.TU.SUPER__19.870 ENSG00000162723.1
velifer_evm.TU.SUPER__19.871 ENSG00000085552.1
velifer_evm.TU.SUPER__19.872 ENSG00000158710.1
velifer_evm.TU.SUPER__19.873 ENSG00000213085.1
velifer_evm.TU.SUPER__19.874 ENSG00000243284.2
velifer_evm.TU.SUPER__19.875 ENSG00000158714.1
velifer_evm.TU.SUPER__19.876 ENSG00000181036.1
velifer_evm.TU.SUPER__19.877 ENSG00000181036.2
velifer_evm.TU.SUPER__19.878 ENSG00000158716.1
velifer_evm.TU.SUPER__19.880 ENSG00000179639.1
velifer_evm.TU.SUPER__19.881 ENSG00000213088.1
velifer_evm.TU.SUPER__19.882 ENSG00000162706.1
velifer_evm.TU.SUPER__19.884 ENSG00000163554.1
velifer_evm.TU.SUPER__19.886 ENSG00000158485.2
velifer_evm.TU.SUPER__19.889 ENSG00000160917.2
velifer_evm.TU.SUPER__19.89 ENSG00000117569.1
velifer_evm.TU.SUPER__19.890 ENSG00000158473.2
velifer_evm.TU.SUPER__19.891 ENSG00000160917.3
velifer_evm.TU.SUPER__19.892 ENSG00000158473.3
velifer_evm.TU.SUPER__19.894 ENSG00000158473.4
velifer_evm.TU.SUPER__19.896 ENSG00000158473.5
velifer_evm.TU.SUPER__19.897 ENSG00000182405.2
velifer_evm.TU.SUPER__19.899 ENSG00000101057.1
velifer_evm.TU.SUPER__19.9 ENSG00000124575.3
velifer_evm.TU.SUPER__19.900 ENSG00000132704.1
velifer_evm.TU.SUPER__19.901 ENSG00000163534.1
velifer_evm.TU.SUPER__19.903 ENSG00000168509.1
velifer_evm.TU.SUPER__19.904 ENSG00000265972.1
velifer_evm.TU.SUPER__19.905 ENSG00000121851.1
velifer_evm.TU.SUPER__19.908 ENSG00000271601.1
velifer_evm.TU.SUPER__19.909 ENSG00000265241.1
velifer_evm.TU.SUPER__19.910 ENSG00000131779.1
velifer_evm.TU.SUPER__19.911 ENSG00000143127.1
velifer_evm.TU.SUPER__19.912 ENSG00000198483.1
velifer_evm.TU.SUPER__19.913 ENSG00000131788.1
velifer_evm.TU.SUPER__19.914 ENSG00000186364.1
velifer_evm.TU.SUPER__19.916 ENSG00000265491.1
velifer_evm.TU.SUPER__19.917 ENSG00000117281.1
velifer_evm.TU.SUPER__19.918 ENSG00000174827.2
velifer_evm.TU.SUPER__19.920 ENSG00000121634.1
velifer_evm.TU.SUPER__19.921 ENSG00000164626.3
velifer_evm.TU.SUPER__19.922 ENSG00000265107.1
velifer_evm.TU.SUPER__19.924 ENSG00000162836.1
velifer_evm.TU.SUPER__19.925 ENSG00000116128.1
velifer_evm.TU.SUPER__19.927 ENSG00000006831.1
velifer_evm.TU.SUPER__19.929 ENSG00000007908.1
velifer_evm.TU.SUPER__19.933 ENSG00000198734.4
velifer_evm.TU.SUPER__19.934 ENSG00000117479.1
velifer_evm.TU.SUPER__19.935 ENSG00000117477.1
velifer_evm.TU.SUPER__19.936 ENSG00000117475.1
velifer_evm.TU.SUPER__19.937 ENSG00000143156.1
velifer_evm.TU.SUPER__19.938 ENSG00000143153.1
velifer_evm.TU.SUPER__19.939 ENSG00000110876.1
velifer_evm.TU.SUPER__19.944 ENSG00000143196.1
velifer_evm.TU.SUPER__19.949 ENSG00000143185.1
velifer_evm.TU.SUPER__19.951 ENSG00000143178.1
velifer_evm.TU.SUPER__19.953 ENSG00000213064.1
velifer_evm.TU.SUPER__19.954 ENSG00000143155.1
velifer_evm.TU.SUPER__19.957 ENSG00000143158.1
velifer_evm.TU.SUPER__19.958 ENSG00000143199.1
velifer_evm.TU.SUPER__19.959 ENSG00000197965.1
velifer_evm.TU.SUPER__19.96 ENSG00000162627.1
velifer_evm.TU.SUPER__19.961 ENSG00000198771.1
velifer_evm.TU.SUPER__19.962 ENSG00000143162.1
velifer_evm.TU.SUPER__19.964 ENSG00000143190.2
velifer_evm.TU.SUPER__19.965 ENSG00000198842.1
velifer_evm.TU.SUPER__19.966 ENSG00000143167.1
velifer_evm.TU.SUPER__19.967 ENSG00000143194.2
velifer_evm.TU.SUPER__19.968 ENSG00000143195.1
velifer_evm.TU.SUPER__19.969 ENSG00000152382.1
velifer_evm.TU.SUPER__19.970 ENSG00000143157.1
velifer_evm.TU.SUPER__19.971 ENSG00000196289.5
velifer_evm.TU.SUPER__19.973 ENSG00000160563.2
velifer_evm.TU.SUPER__19.975 ENSG00000188859.1
velifer_evm.TU.SUPER__19.977 ENSG00000143179.1
velifer_evm.TU.SUPER__19.979 ENSG00000143149.1
velifer_evm.TU.SUPER__19.98 ENSG00000117600.1
velifer_evm.TU.SUPER__19.981 ENSG00000162763.1
velifer_evm.TU.SUPER__19.983 ENSG00000143171.1
velifer_evm.TU.SUPER__19.984 ENSG00000162761.1
velifer_evm.TU.SUPER__19.988 ENSG00000185630.1
velifer_evm.TU.SUPER__19.99 ENSG00000099260.1
velifer_evm.TU.SUPER__19.991 ENSG00000198173.3
velifer_evm.TU.SUPER__19.992 ENSG00000163207.2
velifer_evm.TU.SUPER__19.997 ENSG00000143228.2
velifer_evm.TU.SUPER__19.999 ENSG00000117152.2
velifer_evm.TU.SUPER__2.100 ENSG00000162592.1
velifer_evm.TU.SUPER__2.1001 ENSG00000154007.1
velifer_evm.TU.SUPER__2.1004 ENSG00000084463.1
velifer_evm.TU.SUPER__2.1005 ENSG00000184005.1
velifer_evm.TU.SUPER__2.1007 ENSG00000117069.1
velifer_evm.TU.SUPER__2.1009 ENSG00000142892.1
velifer_evm.TU.SUPER__2.101 ENSG00000235169.1
velifer_evm.TU.SUPER__2.1010 ENSG00000154027.1
velifer_evm.TU.SUPER__2.1011 ENSG00000036549.1
velifer_evm.TU.SUPER__2.1012 ENSG00000180532.2
velifer_evm.TU.SUPER__2.1013 ENSG00000077254.1
velifer_evm.TU.SUPER__2.1016 ENSG00000162613.1
velifer_evm.TU.SUPER__2.1018 ENSG00000162616.1
velifer_evm.TU.SUPER__2.1019 ENSG00000137960.1
velifer_evm.TU.SUPER__2.102 ENSG00000130764.1
velifer_evm.TU.SUPER__2.1021 ENSG00000137959.1
velifer_evm.TU.SUPER__2.1022 ENSG00000137965.1
velifer_evm.TU.SUPER__2.1023 ENSG00000162618.1
velifer_evm.TU.SUPER__2.1024 ENSG00000105619.7
velifer_evm.TU.SUPER__2.1026 ENSG00000174021.1
velifer_evm.TU.SUPER__2.1029 ENSG00000125503.6
velifer_evm.TU.SUPER__2.103 ENSG00000116198.1
velifer_evm.TU.SUPER__2.1033 ENSG00000117114.1
velifer_evm.TU.SUPER__2.1034 ENSG00000131469.2
velifer_evm.TU.SUPER__2.1036 ENSG00000071082.2
velifer_evm.TU.SUPER__2.1037 ENSG00000242950.2
velifer_evm.TU.SUPER__2.1038 ENSG00000147403.6
velifer_evm.TU.SUPER__2.1039 ENSG00000142675.2
velifer_evm.TU.SUPER__2.1040 ENSG00000135698.2
velifer_evm.TU.SUPER__2.1043 ENSG00000250374.5
velifer_evm.TU.SUPER__2.1044 ENSG00000250374.6
velifer_evm.TU.SUPER__2.1047 ENSG00000137941.1
velifer_evm.TU.SUPER__2.105 ENSG00000198912.1
velifer_evm.TU.SUPER__2.1053 ENSG00000137976.1
velifer_evm.TU.SUPER__2.1054 ENSG00000117133.2
velifer_evm.TU.SUPER__2.1055 ENSG00000174021.2
velifer_evm.TU.SUPER__2.1056 ENSG00000117151.1
velifer_evm.TU.SUPER__2.1057 ENSG00000117155.1
velifer_evm.TU.SUPER__2.1059 ENSG00000179869.3
